seen,influence_threshold,user_index,ap, infScore, seed_size
11,1489.57,657449,0,1787.38,1
52,1486.14,3424,0.000798379,2772.71,2
58,1468.12,26084,0.00381731,1834.65,3
103,1460.04,662634,0.0108083,2131.13,4
105,1431.54,1071,0.000595319,24537,5
118,1417.88,883,0.0513125,1677.07,6
132,1417.77,38384,0.00951926,1532.74,7
137,1412.94,928,0.0566985,7200.25,8
143,1397.72,1210,0.150235,1460.04,9
147,1396.76,362,0.0258931,13109.6,10
172,1394.53,645916,0.00501956,1784.67,11
202,1385.49,268336,0.00692184,1417.77,12
215,1385.34,1036,0.0384184,1396.76,13
231,1384.37,1190,0.0230961,3540.22,14
248,1383.72,516,0.0231206,2725.67,15
399,1372.53,3162,0.0684608,1954.93,16
416,1371.65,889,0.0956023,1616.56,17
424,1370.2,35660,0.00615455,10455.8,18
426,1364.5,403,0.0845304,1831.88,19
431,1352.78,280435,0.0333101,2521.28,20
463,1347.38,684215,0.0684192,1352.78,21
483,1345.32,108623,0.0491518,4370.35,22
542,1343.78,1489,0.047458,2356.72,23
563,1338.58,105,0.0790105,9732.43,24
570,1337.39,106354,0.103476,1924.43,25
577,1336.37,642861,0.0525498,8340.83,26
583,1335.58,643719,0.106238,2624.09,27
612,1334.73,155431,0.0858516,2691.17,28
636,1330.66,722,0.148155,1881.31,29
661,1329.73,115240,0.16029,2635.59,30
670,1318.48,4541,0.110262,1417.88,31
681,1313.41,2525,0.159292,3382.65,32
685,1308.19,642490,0.247005,3197.25,33
719,1296.88,805,0.22313,1976.62,34
730,1279.76,646255,0.13694,1767.64,35
733,1278.11,27543,0.0568814,1952.66,36
747,1261.1,1845,0.0938599,3837.39,37
782,1251.59,196,0.127309,2001.28,38
816,1246.16,357530,0.246397,2067.82,39
835,1241.37,254926,0.11434,1397.72,40
838,1236.34,75543,0.116623,1583.57,41
868,1229.7,807,0.219941,5735.15,42
899,1228.74,62875,0.187564,1945.53,43
919,1225.56,110104,0.0771473,2532.99,44
924,1217.92,20024,0.0762785,1801.85,45
950,1199.29,2844,0.164215,1486.14,46
951,1197.79,2282,0.240108,2060.83,47
964,1194.1,479,0.269705,4009.7,48
984,1193.84,108601,0.0641478,2007.08,49
1002,1186.61,20363,0.0926574,2413.2,50
1019,1180.28,21,0.2193,1916.31,51
1023,1171.88,94026,0.281191,1955.91,52
1052,1167.05,20011,0.0351077,2098.36,53
1056,1166.79,1226,0.328529,1199.29,54
1074,1159.24,672244,0.0270695,1817.28,55
1150,1147.48,1244,0.433966,3630.09,56
1190,1144.16,642536,0.171389,4182.73,57
1241,1138.64,4562,0.412397,1159.24,58
1271,1137.75,1011428,0.217077,2044.49,59
1307,1131.75,47763,0.234267,1802.62,60
1319,1113.92,687,0.314136,2317.75,61
1351,1107.4,27803,0.323166,1936.6,62
1361,1099.35,2686,0.385129,4335.36,63
1413,1095.77,482708,0.257399,9289.15,64
1456,1092.3,167,0.114158,1180.28,65
1500,1088.12,27836,0.421617,4746.36,66
1510,1087.22,104683,0.549919,1394.53,67
1533,1071.25,71075,0.0444305,1412.94,68
1570,1068.61,2316,0.683552,1948.15,69
1572,1067.23,2782,0.664112,2234.19,70
1596,1055.87,660238,0.0944761,1538.3,71
1625,1055.71,340,0.492794,2342.03,72
1697,1052.97,645693,0.268794,1336.37,73
1772,1052.34,3523,0.331315,1308.19,74
1788,1046.49,2422,0.747685,1592.47,75
1805,1046.44,60085,0.819121,1506.54,76
1815,1040.59,2538,0.772965,2198.84,77
1948,1038.54,93539,0.730973,1910.02,78
1951,1033.18,4935,0.0582169,1318.48,79
1977,1031.26,1490,0.32245,2272.84,80
1999,1021.67,4613,0.900516,1748.61,81
2020,1020.03,831,0.364359,3989.1,82
2049,1016.64,642539,0.0822788,1523.18,83
2077,1013.06,69853,0.487972,1052.97,84
2220,1012.86,825,0.575538,1722.99,85
2238,1012.53,1271,0.636567,1335.58,86
2243,1010.44,684219,0.122079,1067.23,87
2255,1008.87,1574,0.242073,1038.54,88
2272,1008.77,1182,0.506315,1866.54,89
2278,1001.57,77327,0.918609,1431.54,90
2310,1000.45,209,0.5357,2498.95,91
2322,999.77,17404,0.714129,1193.84,92
2332,997.027,2286,0.939778,1171.88,93
2343,995.4,1273,0.530993,1989.23,94
2371,994.084,33,0.285446,1008.77,95
2392,993.429,1258,0.574289,1251.59,96
2410,993.39,3,0.45521,2634.84,97
2482,993.326,13024,0.249608,1313.41,98
2500,992.341,1239,0.590095,1166.79,99
2524,978.751,1001507,0.0567714,1384.37,100
2590,976.286,13567,0.64165,1020.03,101
2599,974.881,38337,0.950762,1642.53,102
2630,966.328,105477,0.886319,2532.56,103
2656,961.122,644920,0.751259,1055.71,104
2706,960.733,676602,0.115149,2697.44,105
2770,960.422,280407,0.949816,1013.06,106
2796,960.278,8000,0.96486,1334.73,107
2905,957.59,3099,0.464804,1838.11,108
2937,955.402,649853,0.337103,1021.67,109
2939,954.807,23840,0.127125,1278.11,110
2954,951.826,1368,0.523309,1904.67,111
2987,951.275,880,0.684238,1345.32,112
3000,949.814,44005,0.909012,2721.87,113
3013,945.205,676429,0.315627,1347.38,114
3043,941.486,3948,0.24598,994.084,115
3073,935.957,11879,0.147054,1702.42,116
3085,934.536,105327,0.598978,1167.05,117
3089,933.185,694116,0.116172,995.4,118
3109,931.907,469,0.85883,1225.56,119
3120,931.199,44012,0.900338,1884.32,120
3130,929.446,114445,0.0695194,1071.25,121
3132,929.158,3482,0.607387,1338.58,122
3144,923.244,772,0.631455,2609.06,123
3180,922.795,700,0.767867,931.907,124
3237,922.323,2632,0.936339,3760.87,125
3259,919.696,1069,0.883347,1568.84,126
3280,915.997,110194,0.3214,2169.47,127
3340,912.625,5995,0.311504,1768.9,128
3351,911.201,20256,0.665817,1468.12,129
3355,904.995,686673,0.0615072,1370.2,130
3375,904.956,402216,0.977571,1228.74,131
3402,901.869,69931,0.322869,912.625,132
3463,897.388,17342,0.301186,1144.16,133
3527,891.643,8745,0.845921,2526.61,134
3568,889.53,33541,0.924571,1217.92,135
3581,888.135,103,0.794498,2566.2,136
3717,887.701,1024,0.614773,2174.14,137
3881,883.656,21137,0.903776,2004.21,138
3894,875.831,1431,0.775938,2646.51,139
3913,869.553,115673,0.932519,2781.73,140
